# Time (s),Acceleration (g)
5.78000000,-0.02008031
5.79000000,-0.02005574
5.80000000,-0.02003699
5.81000000,-0.02002665
5.82000000,-0.02004669
5.83000000,-0.02008096
5.84000000,-0.02009647
5.85000000,-0.02009841
5.86000000,-0.02008160
5.87000000,-0.02005703
5.88000000,-0.02004604
5.89000000,-0.02003893
5.90000000,-0.02003764
5.91000000,-0.02004346
5.92000000,-0.02004992
5.93000000,-0.02006673
5.94000000,-0.02007708
5.95000000,-0.02007255
5.96000000,-0.02006285
5.97000000,-0.02004992
5.98000000,-0.02006091
5.99000000,-0.02008031
6.00000000,-0.02007966
6.01000000,-0.02007708
6.02000000,-0.02006997
6.03000000,-0.02006803
6.04000000,-0.02007902
6.05000000,-0.02007449
6.06000000,-0.02006609
6.07000000,-0.02007126
6.08000000,-0.02007061
6.09000000,-0.02005316
6.10000000,-0.02004669
6.11000000,-0.02007578
6.12000000,-0.02008613
6.13000000,-0.02005445
6.14000000,-0.02003570
6.15000000,-0.02002600
6.16000000,-0.02002342
6.17000000,-0.02005380
6.18000000,-0.02007902
6.19000000,-0.02008031
6.20000000,-0.02007578
6.21000000,-0.02007320
6.22000000,-0.02007514
6.23000000,-0.02007061
6.24000000,-0.02006156
6.25000000,-0.02005833
6.26000000,-0.02005768
6.27000000,-0.02006997
6.28000000,-0.02008031
6.29000000,-0.02007384
6.30000000,-0.02007126
6.31000000,-0.02006415
6.32000000,-0.02005251
6.33000000,-0.02004863
6.34000000,-0.02004992
6.35000000,-0.02005703
6.36000000,-0.02006544
6.37000000,-0.02008096
6.38000000,-0.02010940
6.39000000,-0.02011070
6.40000000,-0.02006609
6.41000000,-0.02001889
6.42000000,-0.01999949
6.43000000,-0.02000919
6.44000000,-0.02003441
6.45000000,-0.02007190
6.46000000,-0.02011264
6.47000000,-0.02011199
6.48000000,-0.02007578
6.49000000,-0.02004798
6.50000000,-0.02003505
6.51000000,-0.02004540
6.52000000,-0.02006673
6.53000000,-0.02006997
6.54000000,-0.02008354
6.55000000,-0.02011070
6.56000000,-0.02010617
6.57000000,-0.02007061
6.58000000,-0.02003053
6.59000000,-0.02001695
6.60000000,-0.02003311
6.61000000,-0.02004475
6.62000000,-0.02006479
6.63000000,-0.02009518
6.64000000,-0.02009777
6.65000000,-0.02007902
6.66000000,-0.02005962
6.67000000,-0.02004216
6.68000000,-0.02004410
6.69000000,-0.02006221
6.70000000,-0.02006027
6.71000000,-0.02003699
6.72000000,-0.02003311
6.73000000,-0.02005445
6.74000000,-0.02006932
6.75000000,-0.02008031
6.76000000,-0.02008742
6.77000000,-0.02008548
6.78000000,-0.02009195
6.79000000,-0.02008871
6.80000000,-0.02006738
6.81000000,-0.02006027
6.82000000,-0.02004863
6.83000000,-0.02002859
6.84000000,-0.02004023
6.85000000,-0.02006415
6.86000000,-0.02007320
6.87000000,-0.02007643
6.88000000,-0.02007837
6.89000000,-0.02008225
6.90000000,-0.02008096
6.91000000,-0.02007966
6.92000000,-0.02007126
6.93000000,-0.02003764
6.94000000,-0.02000919
6.95000000,-0.02000984
6.96000000,-0.02003376
6.97000000,-0.02008354
6.98000000,-0.02011264
6.99000000,-0.02009389
7.00000000,-0.02007902
7.01000000,-0.02007449
7.02000000,-0.02005703
7.03000000,-0.02004669
7.04000000,-0.02005380
7.05000000,-0.02006479
7.06000000,-0.02006738
7.07000000,-0.02006156
7.08000000,-0.02006479
7.09000000,-0.02007514
7.10000000,-0.02007061
7.11000000,-0.02004863
7.12000000,-0.02003376
7.13000000,-0.02004346
7.14000000,-0.02005510
7.15000000,-0.02005510
7.16000000,-0.02006415
7.17000000,-0.02007902
7.18000000,-0.02008419
7.19000000,-0.02008484
7.20000000,-0.02007514
7.21000000,-0.02006285
7.22000000,-0.02006479
7.23000000,-0.02006027
7.24000000,-0.02004281
7.25000000,-0.02004734
7.26000000,-0.02008225
7.27000000,-0.02010358
7.28000000,-0.02008742
7.29000000,-0.02006479
7.30000000,-0.02005251
7.31000000,-0.02003764
7.32000000,-0.02002859
7.33000000,-0.02004346
7.34000000,-0.02007514
7.35000000,-0.02008354
7.36000000,-0.02005380
7.37000000,-0.02003958
7.38000000,-0.02006609
7.39000000,-0.02007643
7.40000000,-0.02006091
7.41000000,-0.02006479
7.42000000,-0.02007837
7.43000000,-0.02008096
7.44000000,-0.02008225
7.45000000,-0.02007578
7.46000000,-0.02006156
7.47000000,-0.02004346
7.48000000,-0.02002018
7.49000000,-0.02001760
7.50000000,-0.02005510
7.51000000,-0.02008807
7.52000000,-0.02008290
7.53000000,-0.02006673
7.54000000,-0.02005833
7.55000000,-0.02005574
7.56000000,-0.02006609
7.57000000,-0.02007708
7.58000000,-0.02007126
7.59000000,-0.02006350
7.60000000,-0.02006997
7.61000000,-0.02008677
7.62000000,-0.02010423
7.63000000,-0.02009906
7.64000000,-0.02007126
7.65000000,-0.02004863
7.66000000,-0.02003117
7.67000000,-0.02001630
7.68000000,-0.02002342
7.69000000,-0.02005057
7.70000000,-0.02006415
7.71000000,-0.02005380
7.72000000,-0.02005510
7.73000000,-0.02007902
7.74000000,-0.02009777
7.75000000,-0.02010488
7.76000000,-0.02009712
7.77000000,-0.02006285
7.78000000,-0.02002277
7.79000000,-0.02001307
7.80000000,-0.02003311
7.81000000,-0.02005639
7.82000000,-0.02007255
7.83000000,-0.02009065
7.84000000,-0.02010682
7.85000000,-0.02011716
7.86000000,-0.02011264
7.87000000,-0.02007255
7.88000000,-0.02000984
7.89000000,-0.01996975
7.90000000,-0.01998721
7.91000000,-0.02004152
7.92000000,-0.02009389
7.93000000,-0.02011975
7.94000000,-0.02009518
7.95000000,-0.02005574
7.96000000,-0.02006738
7.97000000,-0.02010164
7.98000000,-0.02010552
7.99000000,-0.02008548
8.00000000,-0.02004798
8.01000000,-0.02001178
8.02000000,-0.02001242
8.03000000,-0.02004475
8.04000000,-0.02007190
8.05000000,-0.02007190
8.06000000,-0.02005897
8.07000000,-0.02006091
8.08000000,-0.02007643
8.09000000,-0.02008677
8.10000000,-0.02008484
8.11000000,-0.02006932
8.12000000,-0.02006156
8.13000000,-0.02006932
8.14000000,-0.02006867
8.15000000,-0.02006027
8.16000000,-0.02005703
8.17000000,-0.02006027
8.18000000,-0.02006738
8.19000000,-0.02006415
8.20000000,-0.02005380
8.21000000,-0.02006221
8.22000000,-0.02006803
8.23000000,-0.02004346
8.24000000,-0.02002212
8.25000000,-0.02002406
8.26000000,-0.02003958
8.27000000,-0.02006803
8.28000000,-0.02009841
8.29000000,-0.02011716
8.30000000,-0.02012427
8.31000000,-0.02010811
8.32000000,-0.02008419
8.33000000,-0.02006932
8.34000000,-0.02005057
8.35000000,-0.02004023
8.36000000,-0.02004216
8.37000000,-0.02004087
8.38000000,-0.02003893
8.39000000,-0.02003505
8.40000000,-0.02004734
8.41000000,-0.02008096
8.42000000,-0.02009195
8.43000000,-0.02008096
8.44000000,-0.02006609
8.45000000,-0.02004928
8.46000000,-0.02004928
8.47000000,-0.02006415
8.48000000,-0.02007255
8.49000000,-0.02007061
8.50000000,-0.02006091
8.51000000,-0.02005316
8.52000000,-0.02006285
8.53000000,-0.02007514
8.54000000,-0.02007061
8.55000000,-0.02005768
8.56000000,-0.02004863
8.57000000,-0.02004023
8.58000000,-0.02005380
8.59000000,-0.02009647
8.60000000,-0.02011264
8.61000000,-0.02008484
8.62000000,-0.02005703
8.63000000,-0.02004346
8.64000000,-0.02003958
8.65000000,-0.02003958
8.66000000,-0.02004152
8.67000000,-0.02006803
8.68000000,-0.02011134
8.69000000,-0.02012880
8.70000000,-0.02010876
8.71000000,-0.02006997
8.72000000,-0.02003635
8.73000000,-0.02001501
8.74000000,-0.02000984
8.75000000,-0.02002277
8.76000000,-0.02004734
8.77000000,-0.02007061
8.78000000,-0.02006738
8.79000000,-0.02005703
8.80000000,-0.02007514
8.81000000,-0.02009195
8.82000000,-0.02008807
8.83000000,-0.02008807
8.84000000,-0.02007514
8.85000000,-0.02004798
8.86000000,-0.02004734
8.87000000,-0.02006479
8.88000000,-0.02007061
8.89000000,-0.02006673
8.90000000,-0.02004992
8.91000000,-0.02002600
8.92000000,-0.02004152
8.93000000,-0.02009453
8.94000000,-0.02012233
8.95000000,-0.02011587
8.96000000,-0.02010423
8.97000000,-0.02007449
8.98000000,-0.02003570
8.99000000,-0.02002471
9.00000000,-0.02002794
9.01000000,-0.02002729
9.02000000,-0.02004216
9.03000000,-0.02006609
9.04000000,-0.02007449
9.05000000,-0.02007320
9.06000000,-0.02007643
9.07000000,-0.02008031
9.08000000,-0.02007126
9.09000000,-0.02004798
9.10000000,-0.02002083
9.11000000,-0.02001954
9.12000000,-0.02004928
9.13000000,-0.02007061
